№ чека;Дата;Время;Товар;Кол-во;Сумма;Способ платежа (нал / безнал);Покупатель;Себестоимость закупки
100001635;7-18-2018;0,700150463;Рубашка тип 11, Reebok;1;1481.48;безналичные;ФИО 409;814
100001635;7-18-2018;0,700150463;Штаны тип 8, Adidas;1;2084.5188;безналичные;ФИО 409;1053
100001635;7-18-2018;0,700150463;Запонка тип 2, Reebok;1;432;безналичные;ФИО 409;200
100001635;7-18-2018;0,700150463;Штаны тип 11, Puma;1;544.824;безналичные;ФИО 409;329
100001635;7-18-2018;0,700150463;Сапоги тип 1, Nike;2;12111.456;безналичные;ФИО 409;5628
100001671;6-16-2018;0,780011574;Шапка тип 4, Reebok;1;229.4;наличные;;124
100001671;6-16-2018;0,780011574;Колготки тип 7, Adidas;1;797.04;наличные;;369
100001671;6-16-2018;0,780011574;Колготки тип 1, Nike;1;422.37216;наличные;;252
100001687;4-28-2017;0,785671296;Футболка тип 2, Adidas;1;505.7316;безналичные;;258
100001716;4-16-2016;0,503414352;Ремень тип 2, Adidas;1;325.95;наличные;ФИО 696;159
100001721;1-11-2018;0,511805556;Ремень тип 2, Nike;2;880.352;наличные;;440
100001721;1-11-2018;0,511805556;Сапоги тип 3, Reebok;2;13372.36;наличные;;6788
100001732;8-9-2017;0,836087963;Рубашка тип 12, Reebok;1;1149.183;наличные;ФИО 1256;629
100001744;9-28-2018;0,732337963;Футболка тип 2, Nike;1;431.136;безналичные;;216
100001744;9-28-2018;0,732337963;Колготки тип 5, Nike;1;441.07608;безналичные;;254
100001744;9-28-2018;0,732337963;Рубашка тип 7, Reebok;1;1310.26;безналичные;;686
100001744;9-28-2018;0,732337963;Шапка тип 4, Nike;1;458.9376;безналичные;;246
100001762;11-14-2016;0,447523148;Колготки тип 2, Nike;1;242.1;наличные;;125
100001765;10-9-2016;0,617685185;Шапка тип 3, Reebok;1;516.12;наличные;;253
100001765;10-9-2016;0,617685185;Мячик тип 1, Nike;1;111.936;наличные;;48
100001765;10-9-2016;0,617685185;Мячик тип 2, Reebok;1;100.11;наличные;;47
100001765;10-9-2016;0,617685185;Кроссовки тип 4, Adidas;1;1405.5041;наличные;;739
100001768;3-22-2016;0,398981481;Рубашка тип 7, Puma;1;1076.768;наличные;;644
100001789;9-19-2017;0,780532407;Рубашка тип 5, Reebok;1;971.88;наличные;;534
100001789;9-19-2017;0,780532407;Запонка тип 2, Adidas;1;380.88;наличные;;207
100001789;9-19-2017;0,780532407;Кепка тип 1, Puma;1;237.984;наличные;;134
100001789;9-19-2017;0,780532407;Мячик тип 2, Reebok;1;100.11;наличные;;47
100001789;9-19-2017;0,780532407;Рубашка тип 11, Reebok;2;2755.5528;наличные;;1628
100001797;5-5-2017;0,565856481;Шапка тип 3, Reebok;2;918.6936;безналичные;ФИО 691;506
100001797;5-5-2017;0,565856481;Майка тип 4, Adidas;1;217.21;безналичные;ФИО 691;107
100001818;2-9-2017;0,501284722;Колготки тип 4, Reebok;1;789.93;наличные;;393
100001818;2-9-2017;0,501284722;Рубашка тип 8, Nike;1;1172.888;наличные;;542
100001818;2-9-2017;0,501284722;Рубашка тип 7, Nike;2;3293.12;наличные;;1640
100001818;2-9-2017;0,501284722;Шапка тип 3, Puma;1;388.44;наличные;;249
100001832;1-23-2016;0,516678241;Шапка тип 2, Reebok;1;336.776;наличные;ФИО 754;176
100001832;1-23-2016;0,516678241;Кепка тип 2, Adidas;1;630.72;наличные;ФИО 754;292
100001839;2-27-2017;0,866585648;Кроссовки тип 5, Puma;1;1119.176;безналичные;;703
100001839;2-27-2017;0,866585648;Штаны тип 10, Puma;1;1814.094;безналичные;;1039
100001839;2-27-2017;0,866585648;Шапка тип 7, Adidas;1;320.6016;безналичные;;176
100001839;2-27-2017;0,866585648;Рубашка тип 11, Puma;1;734.72;безналичные;;410
100001850;6-18-2018;0,641134259;Штаны тип 4, Nike;1;2360.408;безналичные;ФИО 48;1007
100001852;7-18-2016;0,867199074;Туфли тип 3, Nike;1;6650.368;безналичные;;3352
100001863;4-20-2018;0,46037037;Штаны тип 9, Puma;1;858.28;безналичные;;499
100001864;10-26-2016;0,667118056;Кроссовки тип 5, Puma;1;906.53256;наличные;;703
100001870;5-30-2017;0,557847222;Шлёпки тип 1, Reebok;1;686.4;наличные;;312
100001870;5-30-2017;0,557847222;Туфли тип 3, Adidas;1;3408.96;наличные;;1608
100001878;12-19-2016;0,778888889;Футболка тип 7, Adidas;1;364.06;безналичные;;167
100001878;12-19-2016;0,778888889;Кроссовки тип 1, Nike;2;7985.784;безналичные;;3774
100001886;8-10-2016;0,719293981;Колготки тип 1, Nike;1;494.48448;наличные;;252
100001886;8-10-2016;0,719293981;Штаны тип 3, Adidas;1;1888.7178;наличные;;1102
100001888;5-7-2016;0,66505787;Сапоги тип 1, Adidas;1;7293.79;безналичные;;3593
100001888;5-7-2016;0,66505787;Рубашка тип 11, Reebok;2;2962.96;безналичные;;1628
100001888;5-7-2016;0,66505787;Рубашка тип 4, Reebok;1;1673.9;безналичные;;881
100001888;5-7-2016;0,66505787;Мячик тип 2, Reebok;2;162.1782;безналичные;;94
100001893;4-26-2017;0,525983796;Кроссовки тип 6, Reebok;1;1966.96;безналичные;ФИО 779;1069
100001894;6-27-2018;0,479583333;Майка тип 1, Reebok;2;378.4;безналичные;;176
100001894;6-27-2018;0,479583333;Кепка тип 3, Adidas;1;380.21;безналичные;;197
100001894;6-27-2018;0,479583333;Сапоги тип 4, Nike;2;13858.176;безналичные;;5736
100001920;1-6-2017;0,858923611;Кроссовки тип 2, Puma;1;1389.56928;наличные;ФИО 743;982
100001932;5-27-2016;0,499108796;Колготки тип 3, Reebok;1;356.96;наличные;;184
100001962;10-11-2016;0,519756944;Колготки тип 1, Nike;2;1030.176;наличные;ФИО 1064;504
100001963;2-18-2018;0,837407407;Рубашка тип 12, Puma;1;542.93184;наличные;;328
100001963;2-18-2018;0,837407407;Запонка тип 7, Nike;1;581.616;наличные;;252
100001970;10-29-2016;0,844409722;Шапка тип 6, Adidas;1;487.6;безналичные;;265
100001977;2-19-2016;0,531631944;Шапка тип 1, Reebok;1;495.55;наличные;;265
100001992;7-11-2016;0,658831019;Сапоги тип 1, Adidas;1;7293.79;наличные;;3593
100001994;7-19-2018;0,853680556;Запонка тип 2, Nike;1;231.544;безналичные;;103
100001994;7-19-2018;0,853680556;Шапка тип 4, Nike;2;1147.344;безналичные;;492
100002038;5-28-2017;0,543275463;Колготки тип 7, Adidas;1;797.04;наличные;;369
100002038;5-28-2017;0,543275463;Сапоги тип 1, Reebok;2;7868.64;наличные;;5070
100002038;5-28-2017;0,543275463;Майка тип 2, Adidas;1;310.8;наличные;;168
100002038;5-28-2017;0,543275463;Сапоги тип 5, Adidas;2;5720.58;наличные;;3126
100002038;5-28-2017;0,543275463;Туфли тип 4, Adidas;1;3582.78;наличные;;1698
100002038;5-28-2017;0,543275463;Футболка тип 1, Adidas;1;455.301;наличные;;219
100002042;7-23-2016;0,592731481;Запонка тип 2, Reebok;2;864;безналичные;ФИО 487;400
100002042;7-23-2016;0,592731481;Кроссовки тип 3, Nike;2;5302.352;безналичные;ФИО 487;2564
100002042;7-23-2016;0,592731481;Рубашка тип 11, Puma;1;734.72;безналичные;ФИО 487;410
100002042;7-23-2016;0,592731481;Шапка тип 3, Reebok;1;516.12;безналичные;ФИО 487;253
100002042;7-23-2016;0,592731481;Штаны тип 9, Adidas;1;428.45;безналичные;ФИО 487;205
100002043;1-1-2016;0,379467593;Майка тип 2, Reebok;1;461.89;наличные;;247
100002043;1-1-2016;0,379467593;Рубашка тип 6, Puma;1;540.7248;наличные;;330
100002043;1-1-2016;0,379467593;Футболка тип 5, Nike;2;1136.8;наличные;;490
100002043;1-1-2016;0,379467593;Штаны тип 4, Reebok;1;2188.7712;наличные;;1176
100002048;5-27-2016;0,850902778;Футболка тип 4, Puma;1;297.344;безналичные;;184
100002048;5-27-2016;0,850902778;Штаны тип 2, Puma;2;1794.1664;безналичные;;1180
100002048;5-27-2016;0,850902778;Шапка тип 6, Reebok;2;406.6;безналичные;;214
100002048;5-27-2016;0,850902778;Футболка тип 3, Adidas;1;623.28;безналичные;;318
100002048;5-27-2016;0,850902778;Запонка тип 3, Nike;1;782.6;безналичные;;350
100002054;1-8-2018;0,767430556;Сапоги тип 6, Puma;1;2144.936;безналичные;ФИО 205;1361
100002076;8-14-2018;0,572083333;Майка тип 3, Puma;1;480.6;наличные;ФИО 466;267
100002076;8-14-2018;0,572083333;Штаны тип 4, Adidas;1;1205.55;наличные;ФИО 466;705
100002099;10-20-2017;0,529849537;Кроссовки тип 2, Puma;2;3158.112;наличные;;1964
100002099;10-20-2017;0,529849537;Шапка тип 5, Puma;2;468.16;наличные;;280
100002107;2-10-2016;0,724548611;Туфли тип 1, Adidas;1;3712.5;безналичные;ФИО 941;1875
100002118;9-28-2017;0,546423611;Запонка тип 6, Adidas;2;713.7;наличные;;366
100002118;9-28-2017;0,546423611;Запонка тип 4, Adidas;1;1069.81;наличные;;493
100002146;4-24-2017;0,437476852;Кепка тип 1, Reebok;1;529.2;наличные;ФИО 1242;245
100002150;6-9-2017;0,716643519;Туфли тип 2, Adidas;1;3027.159;наличные;;1761
100002150;6-9-2017;0,716643519;Колготки тип 1, Nike;1;515.088;наличные;;252
100002155;3-11-2017;0,586064815;Запонка тип 3, Nike;1;680.862;безналичные;ФИО 420;350
100002155;3-11-2017;0,586064815;Рубашка тип 3, Nike;1;1737.236;безналичные;ФИО 420;821
100002155;3-11-2017;0,586064815;Шапка тип 5, Adidas;1;322.74;безналичные;ФИО 420;163
100002155;3-11-2017;0,586064815;Шапка тип 2, Nike;1;480.87424;безналичные;ФИО 420;238
100002159;1-29-2017;0,696354167;Кепка тип 1, Adidas;1;339.5;наличные;;175
100002159;1-29-2017;0,696354167;Запонка тип 6, Puma;1;365.72;наличные;;205
100002159;1-29-2017;0,696354167;Рубашка тип 8, Puma;1;475.2;наличные;;264
100002167;11-4-2016;0,749513889;Рубашка тип 4, Puma;1;782.2144;наличные;;542
100002178;6-3-2017;0,623298611;Запонка тип 3, Nike;1;751.296;безналичные;;350
100002178;6-3-2017;0,623298611;Майка тип 3, Nike;1;535;безналичные;;250
100002181;11-18-2016;0,499826389;Запонка тип 2, Puma;1;414.1104;наличные;;253
100002181;11-18-2016;0,499826389;Рубашка тип 7, Adidas;1;1550.25;наличные;;795
100002181;11-18-2016;0,499826389;Рубашка тип 7, Reebok;2;2620.52;наличные;;1372
100002189;1-6-2016;0,462349537;Кепка тип 2, Nike;1;492.9106;наличные;;265
100002229;4-5-2016;0,753946759;Сапоги тип 1, Adidas;1;7293.79;безналичные;;3593
100002229;4-5-2016;0,753946759;Сапоги тип 3, Puma;1;4924.416;безналичные;;2748
100002239;12-31-2017;0,551724537;Шапка тип 8, Reebok;1;389.158;безналичные;;209
100002239;12-31-2017;0,551724537;Сапоги тип 5, Puma;1;2273.648;безналичные;;1286
100002239;12-31-2017;0,551724537;Колготки тип 5, Nike;1;506.984;безналичные;;254
100002239;12-31-2017;0,551724537;Ремень тип 2, Reebok;2;881.98;безналичные;;418
100002239;12-31-2017;0,551724537;Штаны тип 6, Nike;1;2298.168;безналичные;;1062
100002240;1-18-2017;0,798842593;Сапоги тип 2, Nike;2;11867.904;безналичные;;5454
100002240;1-18-2017;0,798842593;Штаны тип 4, Reebok;1;2210.88;безналичные;;1176
100002240;1-18-2017;0,798842593;Шлёпки тип 1, Nike;1;323.3616;безналичные;;184
100002240;1-18-2017;0,798842593;Запонка тип 1, Adidas;1;473.958;безналичные;;262
100002265;8-28-2018;0,798541667;Шапка тип 4, Adidas;1;562.8;наличные;;280
100002274;1-15-2017;0,625416667;Сапоги тип 5, Reebok;1;4595.8347;наличные;;2741
100002279;3-31-2016;0,417280093;Рубашка тип 4, Puma;1;888.88;наличные;;542
100002297;7-4-2016;0,493634259;Сапоги тип 5, Adidas;1;2717.2755;наличные;;1563
100002310;2-3-2018;0,558263889;Рубашка тип 5, Reebok;2;1943.76;наличные;;1068
100002314;4-24-2017;0,676261574;Рубашка тип 9, Puma;2;1339.6;безналичные;ФИО 390;850
100002314;4-24-2017;0,676261574;Кроссовки тип 6, Reebok;1;1966.96;безналичные;ФИО 390;1069
100002323;10-4-2016;0,522349537;Сапоги тип 3, Puma;1;4924.416;наличные;;2748
100002323;10-4-2016;0,522349537;Шлёпки тип 1, Adidas;1;340.9965;наличные;;195
100002326;7-10-2016;0,592199074;Футболка тип 4, Reebok;2;734.28;наличные;;348
100002326;7-10-2016;0,592199074;Рубашка тип 2, Puma;1;853.632;наличные;;494
100002335;10-4-2017;0,486203704;Майка тип 3, Nike;1;497.55;наличные;ФИО 258;250
100002335;10-4-2017;0,486203704;Туфли тип 4, Reebok;1;6167.26;наличные;ФИО 258;3298
100002358;1-16-2016;0,663553241;Футболка тип 2, Nike;1;431.136;наличные;;216
100002358;1-16-2016;0,663553241;Кепка тип 2, Adidas;2;1261.44;наличные;;584
100002358;1-16-2016;0,663553241;Сапоги тип 2, Nike;1;5933.952;наличные;;2727
100002379;8-20-2018;0,636168981;Футболка тип 1, Nike;1;425.068;безналичные;ФИО 998;190
100002379;8-20-2018;0,636168981;Колготки тип 7, Adidas;1;797.04;безналичные;ФИО 998;369
100002379;8-20-2018;0,636168981;Кепка тип 1, Puma;2;475.968;безналичные;ФИО 998;268
100002397;9-30-2017;0,798449074;Рубашка тип 9, Nike;1;1699.04;наличные;;740
100002422;8-16-2018;0,458900463;Шапка тип 6, Nike;1;504.92376;наличные;;237
100002434;6-12-2018;0,497094907;Штаны тип 9, Reebok;1;516.936;безналичные;;336
100002447;7-24-2017;0,573449074;Рубашка тип 10, Nike;1;397.46;наличные;;167
100002447;7-24-2017;0,573449074;Штаны тип 11, Puma;1;544.824;наличные;;329
100002447;7-24-2017;0,573449074;Запонка тип 5, Nike;1;807.2008;наличные;;427
100002447;7-24-2017;0,573449074;Кепка тип 1, Puma;1;237.984;наличные;;134
100002447;7-24-2017;0,573449074;Запонка тип 3, Adidas;1;396.44;наличные;;187
100002447;7-24-2017;0,573449074;Кроссовки тип 2, Nike;1;4556.48;наличные;;1964
100002447;7-24-2017;0,573449074;Рубашка тип 6, Reebok;1;664.62;наличные;;330
100002447;7-24-2017;0,573449074;Сапоги тип 3, Adidas;1;6357.88;наличные;;2999
100002447;7-24-2017;0,573449074;Шапка тип 2, Adidas;1;278.8;наличные;;136
100002451;4-19-2017;0,721782407;Рубашка тип 5, Nike;1;911.744;наличные;;419
100002451;4-19-2017;0,721782407;Шлёпки тип 1, Puma;1;294.84;наличные;;189
100002451;4-19-2017;0,721782407;Кроссовки тип 4, Reebok;2;7004;наличные;;3400
100002473;9-1-2018;0,523090278;Футболка тип 7, Adidas;2;728.12;наличные;;334
100002514;5-4-2017;0,724340278;Штаны тип 3, Adidas;2;4341.88;наличные;;2204
100002519;2-5-2018;0,728865741;Шлёпки тип 3, Adidas;1;252.4116;наличные;;151
100002525;10-11-2016;0,544027778;Шапка тип 2, Nike;2;928.9616;наличные;;476
100002525;10-11-2016;0,544027778;Запонка тип 7, Adidas;1;334.88;наличные;;184
100002548;6-24-2017;0,670520833;Футболка тип 3, Adidas;1;623.28;наличные;;318
100002560;9-22-2017;0,579895833;Кроссовки тип 4, Reebok;1;3502;безналичные;;1700
100002626;8-25-2018;0,454976852;Мячик тип 1, Nike;1;111.936;наличные;;48
100002626;8-25-2018;0,454976852;Запонка тип 7, Nike;1;540.90288;наличные;;252
100002652;6-24-2016;0,719259259;Рубашка тип 1, Puma;1;1426.128;наличные;;814
100002652;6-24-2016;0,719259259;Туфли тип 1, Puma;1;3787.08;наличные;;2265
100002652;6-24-2016;0,719259259;Колготки тип 4, Adidas;1;688.2;наличные;;370
100002652;6-24-2016;0,719259259;Штаны тип 1, Nike;1;1820.0288;наличные;;937
100002671;11-7-2016;0,496273148;Штаны тип 11, Reebok;1;1816.84;наличные;;857
100002671;11-7-2016;0,496273148;Ремень тип 3, Nike;1;455.18608;наличные;;211
100002671;11-7-2016;0,496273148;Туфли тип 1, Adidas;1;3192.75;наличные;;1875
100002671;11-7-2016;0,496273148;Колготки тип 5, Reebok;1;227.55;наличные;;111
100002671;11-7-2016;0,496273148;Штаны тип 5, Adidas;2;1944.74;наличные;;958
100002671;11-7-2016;0,496273148;Штаны тип 5, Reebok;2;4153.36;наличные;;2152
100002671;11-7-2016;0,496273148;Футболка тип 3, Nike;1;438.058;наличные;;230
100002671;11-7-2016;0,496273148;Запонка тип 2, Puma;1;440.8272;наличные;;253
100002671;11-7-2016;0,496273148;Штаны тип 3, Puma;1;346.752;наличные;;258
100002675;3-24-2018;0,746898148;Кроссовки тип 3, Adidas;1;2852.3088;наличные;;1637
100002675;3-24-2018;0,746898148;Рубашка тип 1, Adidas;1;832.4862;наличные;;474
100002680;10-11-2017;0,439293981;Шапка тип 8, Adidas;1;326.8;наличные;ФИО 774;152
100002686;5-29-2016;0,466516204;Майка тип 2, Adidas;1;310.8;наличные;;168
100002686;5-29-2016;0,466516204;Запонка тип 2, Nike;1;231.544;наличные;;103
100002686;5-29-2016;0,466516204;Майка тип 1, Nike;1;339.16;наличные;;139
100002706;1-24-2017;0,625347222;Рубашка тип 10, Puma;1;495.816;безналичные;;283
100002706;1-24-2017;0,625347222;Шапка тип 7, Nike;1;443.55584;безналичные;;208
100002727;6-10-2016;0,489930556;Майка тип 1, Nike;1;271.328;безналичные;;139
100002732;6-13-2016;0,425578704;Штаны тип 3, Nike;1;1536.528;безналичные;ФИО 68;714
100002732;6-13-2016;0,425578704;Колготки тип 3, Nike;1;348.9952;безналичные;ФИО 68;191
100002732;6-13-2016;0,425578704;Колготки тип 4, Reebok;1;789.93;безналичные;ФИО 68;393
100002739;2-12-2018;0,472002315;Футболка тип 7, Reebok;1;549.12;наличные;;286
100002741;11-4-2016;0,737685185;Сапоги тип 6, Adidas;1;5005.973;наличные;;2714
100002751;11-9-2016;0,76287037;Штаны тип 3, Nike;1;1275.31824;наличные;ФИО 77;714
100002751;11-9-2016;0,76287037;Сапоги тип 3, Adidas;1;6357.88;наличные;ФИО 77;2999
100002751;11-9-2016;0,76287037;Запонка тип 4, Nike;1;324.3408;наличные;ФИО 77;197
100002751;11-9-2016;0,76287037;Штаны тип 10, Reebok;1;309.096;наличные;ФИО 77;162
100002753;9-26-2016;0,810069444;Шлёпки тип 3, Puma;1;368;наличные;;230
100002753;9-26-2016;0,810069444;Рубашка тип 2, Reebok;1;554.4;наличные;;252
100002753;9-26-2016;0,810069444;Шлёпки тип 3, Nike;1;313.536;наличные;;138
100002759;2-22-2018;0,848842593;Запонка тип 5, Puma;2;501.76;наличные;;280
100002759;2-22-2018;0,848842593;Штаны тип 12, Adidas;2;1948.92;наличные;;894
100002759;2-22-2018;0,848842593;Штаны тип 9, Nike;1;660.67488;наличные;;359
100002760;6-28-2016;0,707893519;Штаны тип 6, Adidas;2;3064;безналичные;;1532
100002760;6-28-2016;0,707893519;Сапоги тип 4, Puma;1;5809.6;безналичные;;3631
100002760;6-28-2016;0,707893519;Сапоги тип 2, Adidas;1;6783.45;безналичные;;3309
100002760;6-28-2016;0,707893519;Штаны тип 4, Reebok;2;4421.76;безналичные;;2352
100002773;5-17-2018;0,5115625;Колготки тип 2, Adidas;1;95.6928;наличные;;56
100002773;5-17-2018;0,5115625;Шапка тип 3, Reebok;1;510.9588;наличные;;253
100002786;8-24-2017;0,664097222;Кроссовки тип 4, Nike;2;2887.53336;безналичные;;1786
100002786;8-24-2017;0,664097222;Футболка тип 5, Reebok;2;1401.82;безналичные;;646
100002786;8-24-2017;0,664097222;Туфли тип 1, Nike;1;2827.43388;безналичные;;1611
100002786;8-24-2017;0,664097222;Колготки тип 2, Adidas;1;97.8432;безналичные;;56
100002786;8-24-2017;0,664097222;Рубашка тип 2, Puma;1;853.632;безналичные;;494
100002792;6-9-2018;0,630960648;Кроссовки тип 2, Puma;1;1579.056;безналичные;;982
100002792;6-9-2018;0,630960648;Шлёпки тип 1, Reebok;2;1372.8;безналичные;;624
100002792;6-9-2018;0,630960648;Шапка тип 3, Reebok;1;464.508;безналичные;;253
100002792;6-9-2018;0,630960648;Ремень тип 2, Reebok;1;440.99;безналичные;;209
100002792;6-9-2018;0,630960648;Колготки тип 2, Adidas;2;215.04;безналичные;;112
100002827;7-21-2017;0,399328704;Футболка тип 4, Nike;2;1188.672;безналичные;;492
100002827;7-21-2017;0,399328704;Колготки тип 4, Adidas;1;605.616;безналичные;;370
100002827;7-21-2017;0,399328704;Колготки тип 3, Reebok;1;356.96;безналичные;;184
100002830;2-1-2018;0,809756944;Рубашка тип 11, Reebok;1;1229.6284;наличные;;814
100002830;2-1-2018;0,809756944;Туфли тип 1, Puma;1;3787.08;наличные;;2265
100002833;9-16-2018;0,514085648;Штаны тип 1, Puma;1;693.41184;безналичные;;418
100002833;9-16-2018;0,514085648;Рубашка тип 12, Adidas;2;1641.6;безналичные;;912
100002833;9-16-2018;0,514085648;Кроссовки тип 1, Puma;1;2370.88896;безналичные;;1628
100002835;7-21-2016;0,809699074;Рубашка тип 9, Puma;1;669.8;наличные;ФИО 650;425
100002839;4-19-2018;0,543969907;Запонка тип 7, Puma;1;196;наличные;;125
100002839;4-19-2018;0,543969907;Запонка тип 4, Nike;1;386.12;наличные;;197
100002839;4-19-2018;0,543969907;Рубашка тип 7, Adidas;1;1550.25;наличные;;795
100002843;1-1-2016;0,388113426;Штаны тип 2, Puma;1;1043.12;безналичные;ФИО 934;590
100002843;1-1-2016;0,388113426;Колготки тип 3, Reebok;1;356.96;безналичные;ФИО 934;184
100002843;1-1-2016;0,388113426;Рубашка тип 3, Nike;1;1737.236;безналичные;ФИО 934;821
100002843;1-1-2016;0,388113426;Сапоги тип 6, Reebok;2;10919.4456;безналичные;ФИО 934;5628
100002850;8-25-2016;0,813368056;Футболка тип 1, Reebok;1;309.68;безналичные;;158
100002863;7-26-2018;0,38087963;Кепка тип 2, Nike;2;1083.32;безналичные;;530
100002869;2-4-2018;0,78619213;Запонка тип 5, Reebok;1;262.8;наличные;;146
100002872;1-5-2017;0,559201389;Штаны тип 2, Puma;1;1043.12;наличные;ФИО 102;590
100002872;1-5-2017;0,559201389;Запонка тип 6, Nike;1;498.18888;наличные;ФИО 102;294
100002876;7-31-2016;0,669131944;Рубашка тип 11, Reebok;2;2755.5528;безналичные;;1628
100002876;7-31-2016;0,669131944;Штаны тип 5, Adidas;1;972.37;безналичные;;479
100002876;7-31-2016;0,669131944;Туфли тип 4, Adidas;1;3403.641;безналичные;;1698
100002893;11-25-2016;0,734363426;Рубашка тип 8, Nike;1;1172.888;наличные;;542
100002893;11-25-2016;0,734363426;Запонка тип 7, Puma;1;190.12;наличные;;125
100002900;10-28-2017;0,781365741;Штаны тип 6, Adidas;1;1532;безналичные;;766
100002900;10-28-2017;0,781365741;Сапоги тип 4, Adidas;1;7128.99;безналичные;;3411
100002900;10-28-2017;0,781365741;Штаны тип 7, Reebok;2;3143.4;безналичные;;1612
100002913;10-23-2017;0,659189815;Колготки тип 4, Nike;1;289.788;безналичные;;123
100002913;10-23-2017;0,659189815;Рубашка тип 4, Reebok;2;3347.8;безналичные;;1762
100002913;10-23-2017;0,659189815;Штаны тип 10, Puma;1;1870.2;безналичные;;1039
100002921;1-12-2018;0,429652778;Футболка тип 6, Nike;1;761.2;наличные;;346
100002922;3-25-2016;0,485925926;Запонка тип 3, Adidas;1;396.44;безналичные;;187
100002923;2-1-2016;0,757847222;Рубашка тип 11, Adidas;1;577.344;наличные;;310
100002923;2-1-2016;0,757847222;Штаны тип 3, Puma;1;412.8;наличные;;258
100002928;5-27-2018;0,577256944;Сапоги тип 6, Nike;1;5533.412;безналичные;;2279
100002928;5-27-2018;0,577256944;Колготки тип 7, Puma;1;565.76;безналичные;;320
100002928;5-27-2018;0,577256944;Кепка тип 2, Adidas;2;1261.44;безналичные;;584
100002936;9-21-2016;0,544259259;Ремень тип 2, Puma;1;234.768;наличные;;146
100002938;5-18-2016;0,483402778;Майка тип 2, Nike;1;934.78;наличные;;385
100002938;5-18-2016;0,483402778;Майка тип 2, Adidas;1;310.8;наличные;;168
100002938;5-18-2016;0,483402778;Майка тип 3, Puma;1;480.6;наличные;;267
100002965;9-28-2016;0,828599537;Шлёпки тип 1, Adidas;1;391.95;наличные;;195
100002965;9-28-2016;0,828599537;Футболка тип 7, Puma;1;201.552;наличные;;114
100002966;12-25-2016;0,460648148;Туфли тип 3, Nike;1;6184.84224;наличные;;3352
100002968;4-28-2016;0,582696759;Туфли тип 3, Adidas;1;3204.4224;наличные;ФИО 140;1608
100002978;11-28-2016;0,771701389;Рубашка тип 11, Reebok;2;2962.96;наличные;;1628
100002985;9-16-2016;0,494027778;Запонка тип 7, Puma;1;196;наличные;;125
100002985;9-16-2016;0,494027778;Запонка тип 3, Adidas;2;658.0904;наличные;;374
100002993;2-24-2017;0,723738426;Шапка тип 7, Reebok;2;748.8;наличные;ФИО 915;390
100002993;2-24-2017;0,723738426;Колготки тип 3, Reebok;1;335.5424;наличные;ФИО 915;184
100003002;10-24-2017;0,384421296;Сапоги тип 6, Adidas;2;11778.76;наличные;;5428
100003006;1-9-2016;0,574930556;Кроссовки тип 3, Reebok;1;1956.791;наличные;;1138
100003006;1-9-2016;0,574930556;Рубашка тип 1, Reebok;2;2715.84;наличные;;1476
100003006;1-9-2016;0,574930556;Шапка тип 4, Puma;1;423.688;наличные;;251
100003006;1-9-2016;0,574930556;Рубашка тип 10, Nike;1;397.46;наличные;;167
100003006;1-9-2016;0,574930556;Запонка тип 1, Nike;1;495.824;наличные;;233
100003007;5-22-2018;0,463460648;Майка тип 1, Reebok;1;189.2;наличные;;88
100003014;7-7-2018;0,828877315;Штаны тип 11, Puma;1;463.1004;наличные;;329
100003017;6-12-2016;0,487997685;Сапоги тип 3, Puma;1;4924.416;наличные;ФИО 26;2748
100003017;6-12-2016;0,487997685;Запонка тип 2, Reebok;1;414.72;наличные;ФИО 26;200
100003017;6-12-2016;0,487997685;Футболка тип 2, Nike;1;431.136;наличные;ФИО 26;216
100003017;6-12-2016;0,487997685;Запонка тип 6, Puma;1;365.72;наличные;ФИО 26;205
100003017;6-12-2016;0,487997685;Футболка тип 1, Puma;1;226.68512;наличные;ФИО 26;134
100003017;6-12-2016;0,487997685;Штаны тип 3, Nike;1;1536.528;наличные;ФИО 26;714
100003017;6-12-2016;0,487997685;Штаны тип 2, Nike;2;2813.064;наличные;ФИО 26;1194
100003038;7-12-2018;0,65806713;Запонка тип 6, Adidas;1;356.85;безналичные;;183
100003044;11-5-2017;0,533877315;Майка тип 2, Reebok;1;461.89;наличные;ФИО 1068;247
100003055;7-1-2017;0,695092593;Ремень тип 1, Adidas;1;611.7984;наличные;;291
100003089;1-14-2016;0,616469907;Рубашка тип 9, Reebok;2;1092;наличные;;546
100003089;1-14-2016;0,616469907;Кроссовки тип 5, Reebok;1;2250.24;наличные;;1172
100003091;12-24-2017;0,41880787;Рубашка тип 8, Adidas;1;526.2165;безналичные;;355
100003112;3-15-2017;0,719861111;Ремень тип 3, Adidas;1;314.244;безналичные;;203
100003112;3-15-2017;0,719861111;Сапоги тип 5, Adidas;2;5720.58;безналичные;;3126
100003118;7-9-2016;0,51625;Сапоги тип 3, Puma;1;4924.416;наличные;;2748
100003132;5-30-2018;0,771701389;Рубашка тип 8, Puma;1;475.2;наличные;;264
100003142;4-7-2016;0,802488426;Сапоги тип 6, Adidas;1;4711.504;наличные;;2714
100003146;8-31-2017;0,421793981;Рубашка тип 10, Adidas;2;893.8;наличные;;410
100003170;1-19-2016;0,693668981;Футболка тип 3, Puma;1;616.176;безналичные;;389
