№ чека;Дата;Время;Товар;Кол-во;Сумма;Способ платежа (нал / безнал);Покупатель;Себестоимость закупки
100001557;1-25-2018;0,55193287;Колготки тип 7, Reebok;1;315.59;наличные;;151
100001557;1-25-2018;0,55193287;Футболка тип 7, Puma;1;201.552;наличные;;114
100001557;1-25-2018;0,55193287;Колготки тип 3, Adidas;1;466.86;наличные;;251
100001557;1-25-2018;0,55193287;Ремень тип 2, Adidas;1;325.95;наличные;;159
100001557;1-25-2018;0,55193287;Кроссовки тип 2, Reebok;1;1192.1728;наличные;;712
100001557;1-25-2018;0,55193287;Футболка тип 4, Puma;1;270.58304;наличные;;184
100001557;1-25-2018;0,55193287;Запонка тип 3, Puma;2;1194.0864;наличные;;780
100001557;1-25-2018;0,55193287;Рубашка тип 11, Reebok;1;1481.48;наличные;;814
100001558;7-15-2017;0,724224537;Сапоги тип 1, Reebok;1;4622.826;наличные;;2535
100001558;7-15-2017;0,724224537;Футболка тип 5, Nike;2;1136.8;наличные;;490
100001578;2-7-2018;0,834560185;Футболка тип 3, Reebok;1;418.665;наличные;ФИО 1064;226
100001578;2-7-2018;0,834560185;Штаны тип 8, Nike;1;1563.272;наличные;ФИО 1064;743
100001578;2-7-2018;0,834560185;Туфли тип 1, Reebok;1;6119.12;наличные;ФИО 1064;3122
100001578;2-7-2018;0,834560185;Рубашка тип 12, Nike;1;974.028;наличные;ФИО 1064;471
100001617;9-23-2017;0,78318287;Штаны тип 2, Reebok;1;335.49;наличные;;159
100001622;6-22-2017;0,855324074;Колготки тип 7, Nike;1;364.816;безналичные;;151
100001625;4-26-2017;0,795081019;Ремень тип 4, Nike;1;553.86496;безналичные;;283
100001646;9-20-2016;0,521701389;Штаны тип 8, Puma;1;759.632;наличные;;482
100001646;9-20-2016;0,521701389;Колготки тип 5, Nike;1;420.79672;наличные;;254
100001646;9-20-2016;0,521701389;Кепка тип 3, Reebok;1;290.3244;наличные;;157
100001646;9-20-2016;0,521701389;Сапоги тип 2, Puma;2;3854.144;наличные;;2458
100001653;8-17-2018;0,607291667;Шапка тип 8, Nike;1;569.64;наличные;ФИО 450;282
100001668;6-26-2018;0,639513889;Рубашка тип 10, Nike;2;794.92;безналичные;;334
100001701;5-24-2017;0,532627315;Штаны тип 9, Adidas;2;856.9;безналичные;;410
100001701;5-24-2017;0,532627315;Шапка тип 7, Adidas;2;647.68;безналичные;;352
100001701;5-24-2017;0,532627315;Шапка тип 4, Adidas;1;478.38;безналичные;;280
100001701;5-24-2017;0,532627315;Кроссовки тип 6, Reebok;1;1966.96;безналичные;;1069
100001701;5-24-2017;0,532627315;Штаны тип 7, Adidas;1;1984.32;безналичные;;954
100001708;1-10-2017;0,797546296;Штаны тип 12, Nike;1;1345.05584;безналичные;;758
100001708;1-10-2017;0,797546296;Сапоги тип 1, Adidas;1;7293.79;безналичные;;3593
100001735;8-1-2018;0,485185185;Рубашка тип 2, Reebok;1;554.4;наличные;;252
100001745;3-21-2018;0,610601852;Штаны тип 4, Nike;2;4484.7752;наличные;;2014
100001745;3-21-2018;0,610601852;Запонка тип 7, Reebok;2;1025.28;наличные;;534
100001748;3-15-2018;0,725208333;Штаны тип 3, Reebok;1;1850.97;наличные;ФИО 34;869
100001756;9-13-2018;0,475821759;Кепка тип 3, Puma;2;959.728;безналичные;;574
100001757;3-7-2017;0,416655093;Шапка тип 7, Nike;1;452.608;наличные;;208
100001757;3-7-2017;0,416655093;Ремень тип 4, Nike;2;1258.784;наличные;;566
100001760;1-11-2016;0,460636574;Штаны тип 6, Puma;2;2483.904;наличные;;1522
100001760;1-11-2016;0,460636574;Кроссовки тип 5, Reebok;1;2250.24;наличные;;1172
100001761;10-30-2017;0,394375;Рубашка тип 3, Nike;1;1737.236;наличные;;821
100001786;8-25-2017;0,866516204;Штаны тип 11, Reebok;1;1816.84;наличные;;857
100001786;8-25-2017;0,866516204;Колготки тип 6, Reebok;1;691.6;наличные;;380
100001804;8-23-2016;0,711365741;Рубашка тип 11, Adidas;1;571.33;наличные;;310
100001807;5-29-2016;0,612361111;Ремень тип 1, Nike;1;274.912;безналичные;;121
100001807;5-29-2016;0,612361111;Кепка тип 3, Puma;1;479.864;безналичные;;287
100001808;10-30-2017;0,500416667;Футболка тип 3, Reebok;2;881.4;наличные;;452
100001812;10-26-2017;0,862083333;Сапоги тип 4, Adidas;1;5917.0617;наличные;;3411
100001812;10-26-2017;0,862083333;Рубашка тип 2, Adidas;1;1007.4;наличные;;460
100001812;10-26-2017;0,862083333;Кроссовки тип 2, Puma;1;1579.056;наличные;;982
100001813;8-21-2017;0,386284722;Кепка тип 3, Nike;1;349.9188;безналичные;;165
100001819;11-13-2017;0,712673611;Шлёпки тип 2, Nike;1;770.24;безналичные;ФИО 134;332
100001819;11-13-2017;0,712673611;Запонка тип 6, Reebok;1;413.27;безналичные;ФИО 134;221
100001825;5-24-2018;0,609212963;Колготки тип 6, Adidas;1;698.4;наличные;;388
100001826;7-9-2018;0,680474537;Колготки тип 5, Nike;2;1013.968;наличные;;508
100001826;7-9-2018;0,680474537;Сапоги тип 2, Adidas;1;6783.45;наличные;;3309
100001826;7-9-2018;0,680474537;Рубашка тип 7, Reebok;1;1310.26;наличные;;686
100001826;7-9-2018;0,680474537;Туфли тип 1, Puma;2;7574.16;наличные;;4530
100001838;2-21-2017;0,845266204;Кепка тип 2, Nike;1;541.66;безналичные;ФИО 1012;265
100001846;7-1-2018;0,789189815;Штаны тип 3, Puma;1;412.8;наличные;;258
100001846;7-1-2018;0,789189815;Кроссовки тип 6, Reebok;1;1868.612;наличные;;1069
100001846;7-1-2018;0,789189815;Колготки тип 4, Nike;1;289.788;наличные;;123
100001912;1-19-2016;0,853831019;Мячик тип 1, Puma;1;59.67368;безналичные;;43
100001936;11-1-2016;0,752766204;Рубашка тип 2, Adidas;1;1007.4;наличные;;460
100001950;4-25-2016;0,603217593;Ремень тип 3, Nike;2;938.528;безналичные;;422
100001951;10-28-2016;0,772905093;Туфли тип 4, Puma;1;3041.776;наличные;;1802
100001951;10-28-2016;0,772905093;Рубашка тип 8, Adidas;1;649.65;наличные;;355
100001951;10-28-2016;0,772905093;Футболка тип 7, Nike;1;869.584;наличные;;391
100001960;1-4-2018;0,541689815;Сапоги тип 3, Reebok;1;6686.18;безналичные;;3394
100001960;1-4-2018;0,541689815;Шапка тип 7, Reebok;1;374.4;безналичные;;195
100001972;7-10-2018;0,524722222;Шлёпки тип 2, Nike;1;770.24;наличные;;332
100001972;7-10-2018;0,524722222;Кепка тип 1, Puma;1;235.60416;наличные;;134
100001972;7-10-2018;0,524722222;Запонка тип 2, Puma;1;445.28;наличные;;253
100002005;4-18-2018;0,744953704;Кроссовки тип 4, Puma;1;1451.904;наличные;ФИО 241;912
100002018;8-19-2016;0,602546296;Сапоги тип 2, Adidas;1;6783.45;безналичные;;3309
100002018;8-19-2016;0,602546296;Шапка тип 7, Nike;1;452.608;безналичные;;208
100002022;7-13-2016;0,702858796;Рубашка тип 12, Reebok;1;1276.87;безналичные;;629
100002029;7-17-2016;0,442118056;Ремень тип 1, Puma;1;310.184;наличные;ФИО 245;191
100002030;9-28-2018;0,715451389;Штаны тип 1, Nike;1;2275.036;наличные;;937
100002047;9-14-2016;0,43462963;Штаны тип 11, Reebok;2;3633.68;безналичные;;1714
100002073;2-20-2016;0,620775463;Кроссовки тип 2, Puma;1;1579.056;безналичные;;982
100002073;2-20-2016;0,620775463;Колготки тип 4, Adidas;1;667.554;безналичные;;370
100002073;2-20-2016;0,620775463;Запонка тип 3, Adidas;1;396.44;безналичные;;187
100002078;11-29-2016;0,781921296;Ремень тип 1, Adidas;1;637.29;безналичные;;291
100002078;11-29-2016;0,781921296;Рубашка тип 12, Puma;1;548.416;безналичные;;328
100002082;9-7-2016;0,543576389;Футболка тип 5, Nike;1;511.56;безналичные;ФИО 1232;245
100002082;9-7-2016;0,543576389;Рубашка тип 7, Nike;1;1630.0944;безналичные;ФИО 1232;820
100002082;9-7-2016;0,543576389;Шапка тип 6, Reebok;1;203.3;безналичные;ФИО 1232;107
100002095;3-27-2016;0,479328704;Штаны тип 8, Adidas;2;4254.12;наличные;;2106
100002095;3-27-2016;0,479328704;Сапоги тип 2, Puma;1;1927.072;наличные;;1229
100002095;3-27-2016;0,479328704;Шапка тип 6, Nike;1;510.024;наличные;;237
100002096;7-15-2016;0,377476852;Майка тип 4, Nike;1;402.28;наличные;;178
100002120;2-9-2018;0,837569444;Шапка тип 2, Nike;1;535.51904;безналичные;ФИО 302;238
100002132;6-20-2017;0,39224537;Футболка тип 5, Reebok;1;581.7553;наличные;;323
100002149;9-15-2016;0,56818287;Туфли тип 2, Adidas;1;3363.51;наличные;ФИО 1099;1761
100002158;12-18-2016;0,43255787;Кепка тип 2, Adidas;1;630.72;безналичные;;292
100002158;12-18-2016;0,43255787;Штаны тип 4, Reebok;1;2210.88;безналичные;;1176
100002215;9-29-2017;0,704039352;Футболка тип 3, Adidas;1;573.4176;безналичные;;318
100002215;9-29-2017;0,704039352;Колготки тип 7, Reebok;1;315.59;безналичные;;151
100002215;9-29-2017;0,704039352;Майка тип 1, Puma;1;420.784;безналичные;;238
100002231;9-12-2016;0,438796296;Кроссовки тип 2, Puma;1;1579.056;наличные;;982
100002231;9-12-2016;0,438796296;Запонка тип 7, Reebok;1;512.64;наличные;;267
100002241;10-7-2017;0,555833333;Рубашка тип 2, Reebok;1;554.4;наличные;;252
100002260;2-8-2018;0,612164352;Шапка тип 6, Reebok;1;203.3;безналичные;;107
100002267;2-1-2017;0,568472222;Штаны тип 4, Adidas;1;1339.5;наличные;;705
100002299;5-3-2017;0,690891204;Туфли тип 1, Adidas;1;3712.5;безналичные;;1875
100002309;12-1-2016;0,72775463;Футболка тип 3, Puma;1;616.176;наличные;;389
100002309;12-1-2016;0,72775463;Колготки тип 3, Nike;1;436.244;наличные;;191
100002315;2-28-2018;0,522418981;Штаны тип 7, Puma;1;482.232;безналичные;;283
100002325;1-19-2017;0,670509259;Рубашка тип 2, Nike;1;1951.232;безналичные;;824
100002328;1-7-2018;0,66193287;Сапоги тип 1, Nike;2;12111.456;наличные;;5628
100002328;1-7-2018;0,66193287;Колготки тип 3, Adidas;1;420.174;наличные;;251
100002328;1-7-2018;0,66193287;Кроссовки тип 2, Adidas;1;2117.61;наличные;;1023
100002329;8-2-2018;0,449201389;Рубашка тип 1, Reebok;1;1357.92;наличные;ФИО 839;738
100002329;8-2-2018;0,449201389;Рубашка тип 3, Puma;1;273.6;наличные;ФИО 839;152
100002329;8-2-2018;0,449201389;Рубашка тип 12, Adidas;1;738.72;наличные;ФИО 839;456
100002329;8-2-2018;0,449201389;Рубашка тип 5, Reebok;2;1710.5088;наличные;ФИО 839;1068
100002336;12-14-2017;0,866759259;Рубашка тип 3, Reebok;1;516.6;безналичные;;246
100002336;12-14-2017;0,866759259;Рубашка тип 9, Reebok;1;546;безналичные;;273
100002349;5-12-2016;0,745104167;Колготки тип 5, Adidas;1;736.32;безналичные;;354
100002351;3-12-2018;0,410196759;Майка тип 1, Puma;1;420.784;наличные;ФИО 413;238
100002356;4-18-2017;0,394548611;Штаны тип 5, Adidas;1;777.896;наличные;ФИО 588;479
100002356;4-18-2017;0,394548611;Мячик тип 2, Nike;1;83.62;наличные;ФИО 588;37
100002356;4-18-2017;0,394548611;Майка тип 1, Adidas;1;797.16;наличные;ФИО 588;364
100002385;7-18-2018;0,38369213;Рубашка тип 12, Reebok;1;1136.4143;наличные;;629
100002388;8-10-2016;0,816608796;Футболка тип 1, Puma;1;233.696;наличные;;134
100002388;8-10-2016;0,816608796;Штаны тип 4, Reebok;1;2210.88;наличные;;1176
100002390;3-2-2016;0,691273148;Запонка тип 6, Nike;1;516.64032;наличные;;294
100002403;8-12-2018;0,696168981;Туфли тип 3, Reebok;1;2500.2;наличные;ФИО 568;1389
100002403;8-12-2018;0,696168981;Рубашка тип 9, Adidas;1;1818.46;наличные;ФИО 568;838
100002413;12-1-2017;0,431458333;Шлёпки тип 3, Puma;1;368;наличные;;230
100002413;12-1-2017;0,431458333;Футболка тип 2, Nike;1;431.136;наличные;;216
100002435;12-14-2017;0,633611111;Запонка тип 3, Reebok;1;625.9128;наличные;;391
100002435;12-14-2017;0,633611111;Колготки тип 2, Nike;1;269;наличные;;125
100002454;8-30-2017;0,812071759;Ремень тип 3, Adidas;1;365.4;безналичные;ФИО 1262;203
100002454;8-30-2017;0,812071759;Запонка тип 2, Nike;1;231.544;безналичные;ФИО 1262;103
100002454;8-30-2017;0,812071759;Колготки тип 7, Puma;1;565.76;безналичные;ФИО 1262;320
100002455;2-28-2016;0,786296296;Сапоги тип 3, Nike;1;6945.9264;наличные;;3312
100002464;2-2-2017;0,717326389;Майка тип 3, Puma;1;480.6;безналичные;;267
100002464;2-2-2017;0,717326389;Футболка тип 3, Nike;1;492.2;безналичные;;230
100002464;2-2-2017;0,717326389;Штаны тип 9, Puma;1;858.28;безналичные;;499
100002464;2-2-2017;0,717326389;Штаны тип 9, Puma;1;738.1208;безналичные;;499
100002464;2-2-2017;0,717326389;Сапоги тип 4, Nike;1;6929.088;безналичные;;2868
100002467;7-10-2018;0,758472222;Штаны тип 3, Adidas;2;3994.5296;наличные;;2204
100002467;7-10-2018;0,758472222;Футболка тип 3, Adidas;1;554.7192;наличные;;318
100002493;12-29-2016;0,675381944;Майка тип 4, Nike;1;402.28;наличные;;178
100002493;12-29-2016;0,675381944;Колготки тип 6, Reebok;2;1383.2;наличные;;760
100002493;12-29-2016;0,675381944;Майка тип 4, Puma;1;223.0144;наличные;;131
100002493;12-29-2016;0,675381944;Запонка тип 6, Adidas;1;296.1855;наличные;;183
100002493;12-29-2016;0,675381944;Кроссовки тип 2, Adidas;1;2117.61;наличные;;1023
100002501;8-11-2016;0,852604167;Шапка тип 2, Adidas;1;270.436;наличные;;136
100002517;10-30-2017;0,427361111;Штаны тип 5, Reebok;2;4153.36;наличные;;2152
100002520;10-4-2017;0,432858796;Запонка тип 6, Adidas;1;356.85;безналичные;;183
100002520;10-4-2017;0,432858796;Рубашка тип 12, Puma;2;1096.832;безналичные;;656
100002520;10-4-2017;0,432858796;Кепка тип 2, Nike;1;482.0774;безналичные;;265
100002520;10-4-2017;0,432858796;Рубашка тип 8, Adidas;1;649.65;безналичные;;355
100002520;10-4-2017;0,432858796;Шлёпки тип 2, Puma;1;318.56;безналичные;;181
100002538;7-4-2017;0,447037037;Рубашка тип 6, Reebok;2;1357.224;безналичные;ФИО 383;660
100002538;7-4-2017;0,447037037;Штаны тип 9, Adidas;1;407.0275;безналичные;ФИО 383;205
100002538;7-4-2017;0,447037037;Запонка тип 5, Puma;2;476.672;безналичные;ФИО 383;280
100002547;9-28-2018;0,695891204;Штаны тип 2, Adidas;1;2081.16;наличные;ФИО 660;1107
100002547;9-28-2018;0,695891204;Ремень тип 4, Nike;1;629.392;наличные;ФИО 660;283
100002547;9-28-2018;0,695891204;Шапка тип 4, Adidas;1;562.8;наличные;ФИО 660;280
100002547;9-28-2018;0,695891204;Шапка тип 5, Reebok;1;226.24;наличные;ФИО 660;112
100002547;9-28-2018;0,695891204;Штаны тип 11, Reebok;1;1816.84;наличные;ФИО 660;857
100002555;6-30-2016;0,689016204;Шапка тип 1, Puma;1;470.016;наличные;;288
100002558;10-23-2016;0,814780093;Шапка тип 6, Reebok;1;203.3;наличные;;107
100002558;10-23-2016;0,814780093;Сапоги тип 4, Puma;1;5809.6;наличные;;3631
100002558;10-23-2016;0,814780093;Рубашка тип 9, Nike;1;1427.1936;наличные;;740
100002568;4-2-2016;0,581967593;Штаны тип 1, Adidas;1;1564.92;наличные;;828
100002568;4-2-2016;0,581967593;Шлёпки тип 2, Adidas;1;698.92;наличные;;346
100002615;2-9-2016;0,841342593;Шапка тип 7, Nike;1;452.608;наличные;ФИО 737;208
100002625;8-27-2017;0,488622685;Запонка тип 4, Nike;1;335.9244;наличные;;197
100002625;8-27-2017;0,488622685;Штаны тип 12, Adidas;1;974.46;наличные;;447
100002625;8-27-2017;0,488622685;Шапка тип 3, Nike;1;648.448;наличные;;298
100002689;8-18-2018;0,612604167;Кепка тип 3, Puma;1;446.27352;наличные;;287
100002691;7-22-2017;0,53806713;Майка тип 2, Nike;2;1869.56;безналичные;;770
100002695;11-13-2016;0,434699074;Шапка тип 4, Reebok;1;229.4;наличные;ФИО 707;124
100002703;1-15-2017;0,872534722;Рубашка тип 6, Adidas;1;1333.2;наличные;;606
100002703;1-15-2017;0,872534722;Штаны тип 2, Puma;1;959.6704;наличные;;590
100002714;5-1-2018;0,796898148;Кроссовки тип 2, Adidas;1;1736.4402;наличные;;1023
100002755;7-30-2017;0,802418981;Колготки тип 3, Reebok;1;356.96;наличные;ФИО 950;184
100002755;7-30-2017;0,802418981;Колготки тип 4, Adidas;2;1376.4;наличные;ФИО 950;740
100002761;7-11-2018;0,394571759;Запонка тип 7, Nike;1;581.616;безналичные;;252
100002764;1-16-2018;0,828252315;Шапка тип 2, Nike;1;448.08736;безналичные;ФИО 1269;238
100002770;6-18-2017;0,767962963;Штаны тип 4, Nike;1;2360.408;наличные;;1007
100002770;6-18-2017;0,767962963;Сапоги тип 5, Reebok;1;5673.87;наличные;;2741
100002770;6-18-2017;0,767962963;Кепка тип 3, Puma;1;407.8844;наличные;;287
100002770;6-18-2017;0,767962963;Кроссовки тип 4, Reebok;1;3256.86;наличные;;1700
100002774;8-30-2018;0,529976852;Колготки тип 3, Adidas;2;933.72;наличные;;502
100002774;8-30-2018;0,529976852;Запонка тип 3, Puma;1;525.6576;наличные;;390
100002813;4-26-2017;0,55568287;Штаны тип 4, Nike;1;2360.408;наличные;;1007
100002836;3-1-2018;0,418703704;Штаны тип 7, Nike;1;2670.744;безналичные;;1299
100002854;8-19-2016;0,602488426;Рубашка тип 7, Reebok;1;1310.26;безналичные;;686
100002874;8-17-2017;0,67625;Рубашка тип 10, Nike;1;397.46;наличные;;167
100002887;8-19-2016;0,740694444;Шапка тип 3, Puma;1;388.44;безналичные;;249
100002914;7-22-2016;0,650324074;Штаны тип 12, Adidas;1;974.46;безналичные;;447
100002920;5-2-2017;0,666585648;Штаны тип 9, Puma;1;858.28;наличные;ФИО 182;499
100002927;11-10-2017;0,675173611;Кроссовки тип 6, Reebok;1;1966.96;наличные;;1069
100002927;11-10-2017;0,675173611;Футболка тип 1, Nike;1;452.2;наличные;;190
100002927;11-10-2017;0,675173611;Шапка тип 1, Adidas;1;225.09;наличные;;123
100002927;11-10-2017;0,675173611;Туфли тип 2, Reebok;1;4327.96;наличные;;2378
100002927;11-10-2017;0,675173611;Кроссовки тип 6, Puma;1;2422.82368;наличные;;1564
100002927;11-10-2017;0,675173611;Кроссовки тип 1, Puma;1;2833.50144;наличные;;1628
100002950;11-4-2017;0,553634259;Штаны тип 8, Nike;1;1563.272;наличные;;743
100002950;11-4-2017;0,553634259;Ремень тип 4, Puma;1;430.944;наличные;;268
100002950;11-4-2017;0,553634259;Рубашка тип 11, Puma;1;734.72;наличные;;410
100002991;9-21-2017;0,624768519;Штаны тип 12, Puma;1;296.192;безналичные;;178
100002991;9-21-2017;0,624768519;Запонка тип 3, Nike;1;782.6;безналичные;;350
100002995;7-1-2018;0,48869213;Запонка тип 1, Nike;1;401.61744;безналичные;;233
100003009;2-22-2016;0,78337963;Штаны тип 3, Adidas;1;2149.2306;наличные;;1102
100003009;2-22-2016;0,78337963;Шлёпки тип 3, Adidas;1;300.49;наличные;;151
100003009;2-22-2016;0,78337963;Шлёпки тип 3, Puma;1;368;наличные;;230
100003023;9-19-2016;0,462974537;Рубашка тип 8, Reebok;1;1187.93;наличные;;563
100003029;3-4-2016;0,481064815;Кепка тип 3, Reebok;2;612.2058;безналичные;ФИО 1164;314
100003029;3-4-2016;0,481064815;Запонка тип 6, Nike;2;1020.97968;безналичные;ФИО 1164;588
100003040;2-2-2017;0,414930556;Штаны тип 8, Adidas;1;1871.8128;безналичные;;1053
100003040;2-2-2017;0,414930556;Штаны тип 12, Reebok;1;542.82;безналичные;;249
100003046;5-10-2017;0,809525463;Сапоги тип 2, Puma;1;1927.072;безналичные;ФИО 168;1229
100003078;1-11-2017;0,626273148;Штаны тип 11, Reebok;1;1816.84;безналичные;ФИО 693;857
100003078;1-11-2017;0,626273148;Сапоги тип 1, Nike;1;6055.728;безналичные;ФИО 693;2814
100003082;2-3-2018;0,547766204;Штаны тип 12, Puma;1;296.192;наличные;ФИО 477;178
100003095;2-28-2018;0,849826389;Рубашка тип 5, Reebok;1;971.88;безналичные;;534
100003095;2-28-2018;0,849826389;Ремень тип 2, Adidas;1;325.95;безналичные;;159
100003107;2-12-2017;0,404930556;Майка тип 3, Reebok;1;560.19;безналичные;;263
100003133;4-27-2016;0,862546296;Кроссовки тип 2, Reebok;1;1295.84;наличные;;712
100003137;7-1-2017;0,442071759;Сапоги тип 5, Reebok;1;4936.2669;безналичные;;2741
100003137;7-1-2017;0,442071759;Туфли тип 1, Nike;1;3176.892;безналичные;;1611
100003160;5-18-2017;0,388912037;Футболка тип 4, Adidas;1;244.3392;безналичные;ФИО 559;144
100003161;9-6-2016;0,801840278;Запонка тип 7, Nike;1;581.616;наличные;;252
100003161;9-6-2016;0,801840278;Туфли тип 3, Reebok;1;2500.2;наличные;;1389
100003161;9-6-2016;0,801840278;Сапоги тип 5, Nike;1;8007.18;наличные;;3543
100003163;12-3-2016;0,865856481;Майка тип 4, Puma;1;234.752;безналичные;;131
100003168;3-8-2017;0,725694444;Кепка тип 1, Nike;1;455.168;наличные;;224
100003182;7-18-2017;0,5559375;Штаны тип 6, Adidas;1;1532;наличные;;766
100003182;7-18-2017;0,5559375;Штаны тип 10, Adidas;1;1049.452;наличные;;580
100003195;7-21-2018;0,743831019;Рубашка тип 2, Reebok;1;554.4;наличные;ФИО 988;252
100003195;7-21-2018;0,743831019;Кроссовки тип 5, Reebok;1;2250.24;наличные;ФИО 988;1172
100003195;7-21-2018;0,743831019;Шапка тип 3, Nike;1;583.6032;наличные;ФИО 988;298
100003195;7-21-2018;0,743831019;Майка тип 1, Nike;1;339.16;наличные;ФИО 988;139
100003195;7-21-2018;0,743831019;Шапка тип 5, Puma;1;234.08;наличные;ФИО 988;140
100003203;5-15-2016;0,594525463;Колготки тип 7, Reebok;1;309.2782;безналичные;;151
100003203;5-15-2016;0,594525463;Штаны тип 6, Adidas;1;1348.16;безналичные;;766
100003203;5-15-2016;0,594525463;Рубашка тип 8, Adidas;2;1299.3;безналичные;;710
100003203;5-15-2016;0,594525463;Запонка тип 6, Puma;1;365.72;безналичные;;205
100003216;4-22-2017;0,405127315;Кроссовки тип 3, Reebok;1;2059.78;наличные;;1138
100003224;3-4-2018;0,856064815;Мячик тип 1, Puma;2;143.792;наличные;;86
100003224;3-4-2018;0,856064815;Штаны тип 2, Adidas;1;2081.16;наличные;;1107
100003250;1-28-2018;0,477233796;Рубашка тип 6, Puma;1;551.76;безналичные;ФИО 785;330
100003250;1-28-2018;0,477233796;Туфли тип 4, Adidas;1;3582.78;безналичные;ФИО 785;1698
100003265;1-2-2017;0,664560185;Туфли тип 1, Nike;1;3176.892;наличные;;1611
100003265;1-2-2017;0,664560185;Рубашка тип 10, Puma;1;406.56912;наличные;;283
100003265;1-2-2017;0,664560185;Рубашка тип 6, Reebok;1;643.632;наличные;;330
100003269;3-13-2018;0,395034722;Запонка тип 5, Reebok;1;262.8;наличные;;146
100003284;10-6-2016;0,61099537;Футболка тип 4, Reebok;1;356.1258;безналичные;;174
100003300;6-5-2018;0,837800926;Сапоги тип 5, Adidas;1;2860.29;наличные;;1563
100003300;6-5-2018;0,837800926;Запонка тип 6, Adidas;1;335.439;наличные;;183
100003303;9-1-2017;0,726736111;Рубашка тип 2, Puma;1;853.632;безналичные;;494
100003303;9-1-2017;0,726736111;Рубашка тип 3, Reebok;1;516.6;безналичные;;246
100003306;9-22-2016;0,596701389;Рубашка тип 1, Reebok;1;1357.92;безналичные;;738
100003312;10-12-2017;0,578229167;Колготки тип 2, Puma;1;350.67136;безналичные;ФИО 437;257
100003312;10-12-2017;0,578229167;Кроссовки тип 6, Puma;2;4845.64736;безналичные;ФИО 437;3128
100003318;2-13-2018;0,728101852;Футболка тип 6, Reebok;1;371.05;наличные;ФИО 1039;181
100003324;4-9-2016;0,862395833;Шапка тип 6, Nike;1;448.82112;безналичные;;237
100003356;11-24-2017;0,711342593;Рубашка тип 11, Puma;1;617.1648;безналичные;ФИО 623;410
100003430;7-16-2017;0,714583333;Футболка тип 2, Nike;1;431.136;наличные;;216
100003430;7-16-2017;0,714583333;Кроссовки тип 6, Reebok;1;1947.2904;наличные;;1069
100003430;7-16-2017;0,714583333;Мячик тип 1, Nike;1;97.38432;наличные;;48
100003430;7-16-2017;0,714583333;Сапоги тип 2, Adidas;1;6783.45;наличные;;3309
100003430;7-16-2017;0,714583333;Мячик тип 1, Nike;2;185.81376;наличные;;96
100003476;2-19-2017;0,711030093;Шапка тип 4, Nike;1;573.672;наличные;;246
100003483;1-31-2016;0,524699074;Колготки тип 7, Nike;1;299.14912;наличные;;151
100003483;1-31-2016;0,524699074;Мячик тип 1, Puma;1;71.896;наличные;;43
100003490;3-17-2017;0,823611111;Колготки тип 4, Puma;1;297.024;наличные;;168
100003508;5-17-2018;0,627384259;Рубашка тип 12, Adidas;1;820.8;наличные;;456
100003518;1-8-2017;0,700486111;Майка тип 1, Nike;2;678.32;безналичные;;278
100003519;5-6-2017;0,735138889;Мячик тип 2, Nike;1;83.62;наличные;;37
100003531;9-18-2016;0,631956019;Штаны тип 12, Nike;1;1640.312;наличные;ФИО 256;758
100003531;9-18-2016;0,631956019;Футболка тип 4, Adidas;2;581.76;наличные;ФИО 256;288
100003539;1-26-2017;0,685960648;Колготки тип 6, Nike;1;536.52;безналичные;;255
100003539;1-26-2017;0,685960648;Сапоги тип 6, Puma;1;2144.936;безналичные;;1361
100003539;1-26-2017;0,685960648;Шлёпки тип 1, Nike;1;371.68;безналичные;;184
100003539;1-26-2017;0,685960648;Запонка тип 7, Reebok;1;512.64;безналичные;;267
100003539;1-26-2017;0,685960648;Кроссовки тип 1, Reebok;1;2316.6;безналичные;;1053
100003542;8-20-2017;0,839780093;Шапка тип 5, Reebok;1;192.304;наличные;;112
100003542;8-20-2017;0,839780093;Шапка тип 4, Puma;1;364.37168;наличные;;251
100003556;7-13-2016;0,810868056;Футболка тип 1, Puma;1;233.696;наличные;ФИО 1010;134
100003556;7-13-2016;0,810868056;Шапка тип 3, Puma;2;776.88;наличные;ФИО 1010;498
100003556;7-13-2016;0,810868056;Шлёпки тип 2, Puma;1;318.56;наличные;ФИО 1010;181
100003556;7-13-2016;0,810868056;Колготки тип 6, Adidas;1;698.4;наличные;ФИО 1010;388
100003556;7-13-2016;0,810868056;Колготки тип 5, Adidas;2;1472.64;наличные;ФИО 1010;708
100003567;3-1-2016;0,577777778;Штаны тип 5, Adidas;1;914.0278;безналичные;;479
100003567;3-1-2016;0,577777778;Майка тип 3, Puma;1;480.6;безналичные;;267
100003585;5-3-2017;0,866770833;Рубашка тип 7, Puma;2;2153.536;безналичные;;1288
100003585;5-3-2017;0,866770833;Шлёпки тип 3, Reebok;1;447.4602;безналичные;;243
100003585;5-3-2017;0,866770833;Рубашка тип 2, Adidas;1;1007.4;безналичные;;460
100003592;9-8-2018;0,840543981;Шлёпки тип 2, Nike;1;631.5968;безналичные;ФИО 460;332
100003596;10-3-2017;0,596030093;Ремень тип 4, Puma;1;413.70624;наличные;;268
100003597;7-30-2018;0,408333333;Ремень тип 2, Puma;1;192.50976;наличные;;146
100003597;7-30-2018;0,408333333;Кепка тип 3, Adidas;2;661.5654;наличные;;394
100003603;10-28-2016;0,621898148;Колготки тип 3, Reebok;1;303.416;наличные;;184
