№ чека;Дата;Время;Товар;Кол-во;Сумма;Способ платежа (нал / безнал);Покупатель;Себестоимость закупки
100001575;1-16-2018;0,46212963;Шапка тип 5, Reebok;1;214.928;безналичные;;112
100001575;1-16-2018;0,46212963;Колготки тип 2, Reebok;1;340.956;безналичные;;210
100001575;1-16-2018;0,46212963;Сапоги тип 4, Nike;1;6929.088;безналичные;;2868
100001575;1-16-2018;0,46212963;Шапка тип 4, Nike;1;573.672;безналичные;;246
100001575;1-16-2018;0,46212963;Кроссовки тип 3, Puma;1;2906.9424;безналичные;;1965
100001579;3-23-2016;0,619178241;Рубашка тип 8, Adidas;1;649.65;наличные;;355
100001610;7-26-2016;0,597546296;Футболка тип 6, Puma;1;181.28;безналичные;ФИО 197;110
100001611;3-10-2017;0,406342593;Рубашка тип 10, Puma;2;991.632;безналичные;;566
100001619;8-17-2017;0,732858796;Ремень тип 4, Puma;1;430.944;наличные;ФИО 1195;268
100001638;10-19-2017;0,670219907;Ремень тип 3, Reebok;1;714.42;наличные;;378
100001707;6-21-2016;0,575520833;Кепка тип 2, Puma;2;560.0592;наличные;;380
100001729;9-8-2017;0,673993056;Шапка тип 1, Reebok;1;441.0395;безналичные;;265
100001751;12-3-2017;0,537951389;Туфли тип 4, Nike;1;5198.508;безналичные;;2947
100001764;1-12-2016;0,716909722;Кроссовки тип 4, Puma;1;1451.904;наличные;;912
100001764;1-12-2016;0,716909722;Рубашка тип 10, Puma;1;421.4436;наличные;;283
100001781;7-22-2017;0,483854167;Кроссовки тип 3, Puma;1;3159.72;наличные;ФИО 14;1965
100001781;7-22-2017;0,483854167;Футболка тип 3, Nike;1;452.824;наличные;ФИО 14;230
100001781;7-22-2017;0,483854167;Штаны тип 10, Adidas;1;1137.96;наличные;ФИО 14;580
100001781;7-22-2017;0,483854167;Рубашка тип 6, Reebok;1;699.6;наличные;ФИО 14;330
100001781;7-22-2017;0,483854167;Шапка тип 1, Puma;1;470.016;наличные;ФИО 14;288
100001781;7-22-2017;0,483854167;Сапоги тип 2, Adidas;1;6783.45;наличные;ФИО 14;3309
100001781;7-22-2017;0,483854167;Штаны тип 8, Reebok;1;2439.36;наличные;ФИО 14;1232
100001788;10-23-2016;0,566875;Запонка тип 2, Adidas;1;380.88;наличные;;207
100001788;10-23-2016;0,566875;Шлёпки тип 3, Nike;2;627.072;наличные;;276
100001788;10-23-2016;0,566875;Майка тип 3, Adidas;1;158.25;наличные;;75
100001788;10-23-2016;0,566875;Ремень тип 2, Puma;1;234.768;наличные;;146
100001795;8-30-2016;0,873738426;Футболка тип 3, Puma;1;616.176;наличные;;389
100001831;9-8-2018;0,849444444;Сапоги тип 5, Nike;2;14893.3548;наличные;;7086
100001837;5-23-2017;0,840266204;Штаны тип 11, Adidas;1;1527.552;безналичные;;884
100001837;5-23-2017;0,840266204;Майка тип 2, Adidas;2;621.6;безналичные;;336
100001849;1-31-2018;0,571319444;Кроссовки тип 5, Adidas;1;1620.81;безналичные;;783
100001849;1-31-2018;0,571319444;Колготки тип 4, Reebok;1;789.93;безналичные;;393
100001865;10-11-2016;0,481608796;Штаны тип 5, Reebok;2;4028.7592;безналичные;ФИО 1080;2152
100001865;10-11-2016;0,481608796;Кроссовки тип 5, Puma;1;928.91608;безналичные;ФИО 1080;703
100001865;10-11-2016;0,481608796;Кепка тип 3, Adidas;2;760.42;безналичные;ФИО 1080;394
100001865;10-11-2016;0,481608796;Штаны тип 6, Adidas;1;1532;безналичные;ФИО 1080;766
100001890;3-21-2018;0,689513889;Сапоги тип 1, Nike;1;6055.728;безналичные;ФИО 289;2814
100001892;3-22-2018;0,419837963;Кроссовки тип 3, Reebok;1;2059.78;наличные;ФИО 1008;1138
100001904;1-22-2018;0,380243056;Рубашка тип 3, Reebok;1;516.6;наличные;;246
100001934;1-14-2018;0,48244213;Футболка тип 4, Puma;1;297.344;наличные;;184
100001955;9-17-2018;0,865833333;Сапоги тип 3, Reebok;2;13372.36;наличные;;6788
100001955;9-17-2018;0,865833333;Запонка тип 2, Puma;2;890.56;наличные;;506
100001955;9-17-2018;0,865833333;Штаны тип 10, Puma;1;1870.2;наличные;;1039
100001959;7-6-2018;0,81994213;Сапоги тип 5, Puma;1;2273.648;наличные;;1286
100001968;4-24-2017;0,641238426;Майка тип 3, Puma;1;480.6;безналичные;;267
100001968;4-24-2017;0,641238426;Шлёпки тип 3, Reebok;1;481.14;безналичные;;243
100001976;6-16-2016;0,647905093;Штаны тип 12, Adidas;1;974.46;безналичные;ФИО 1112;447
100001999;12-2-2017;0,610416667;Туфли тип 2, Reebok;1;4327.96;наличные;;2378
100002011;2-5-2016;0,401087963;Рубашка тип 7, Adidas;1;1271.205;безналичные;ФИО 811;795
100002011;2-5-2016;0,401087963;Рубашка тип 7, Nike;2;2897.9456;безналичные;ФИО 811;1640
100002034;10-19-2016;0,662569444;Сапоги тип 1, Puma;1;5053.4528;безналичные;;3778
100002034;10-19-2016;0,662569444;Туфли тип 4, Reebok;1;6167.26;безналичные;;3298
100002034;10-19-2016;0,662569444;Сапоги тип 3, Reebok;1;5415.8058;безналичные;;3394
100002035;7-5-2016;0,592604167;Футболка тип 4, Reebok;2;734.28;безналичные;;348
100002052;8-14-2017;0,3809375;Ремень тип 2, Adidas;1;325.95;безналичные;;159
100002052;8-14-2017;0,3809375;Рубашка тип 1, Puma;1;1397.60544;безналичные;;814
100002061;12-7-2016;0,4753125;Ремень тип 3, Reebok;1;700.1316;безналичные;;378
100002070;3-6-2016;0,487905093;Рубашка тип 6, Reebok;1;699.6;наличные;;330
100002070;3-6-2016;0,487905093;Футболка тип 3, Adidas;1;623.28;наличные;;318
100002077;4-26-2017;0,76375;Рубашка тип 2, Reebok;1;554.4;безналичные;ФИО 467;252
100002084;6-12-2016;0,797222222;Шапка тип 1, Nike;1;464.112;наличные;;198
100002084;6-12-2016;0,797222222;Рубашка тип 2, Puma;1;725.5872;наличные;;494
100002088;6-7-2018;0,423240741;Кепка тип 3, Reebok;1;315.57;наличные;;157
100002088;6-7-2018;0,423240741;Рубашка тип 9, Nike;2;2786.4256;наличные;;1480
100002134;6-8-2018;0,85837963;Шлёпки тип 3, Reebok;1;481.14;наличные;;243
100002134;6-8-2018;0,85837963;Шапка тип 3, Nike;1;603.05664;наличные;;298
100002134;6-8-2018;0,85837963;Туфли тип 3, Adidas;1;2761.2576;наличные;;1608
100002134;6-8-2018;0,85837963;Шапка тип 3, Reebok;1;428.3796;наличные;;253
100002134;6-8-2018;0,85837963;Кроссовки тип 5, Nike;2;4988.016;наличные;;2412
100002134;6-8-2018;0,85837963;Шапка тип 7, Adidas;1;323.84;наличные;;176
100002137;9-17-2018;0,499131944;Запонка тип 3, Nike;1;782.6;наличные;;350
100002143;5-31-2017;0,820046296;Шапка тип 1, Adidas;2;418.6674;наличные;;246
100002143;5-31-2017;0,820046296;Шлёпки тип 2, Puma;1;267.5904;наличные;;181
100002144;4-6-2017;0,586377315;Сапоги тип 1, Puma;1;6316.816;наличные;ФИО 605;3778
100002147;5-6-2018;0,830196759;Кепка тип 1, Puma;1;228.46464;наличные;ФИО 807;134
100002147;5-6-2018;0,830196759;Ремень тип 4, Reebok;1;378.6384;наличные;ФИО 807;236
100002147;5-6-2018;0,830196759;Кроссовки тип 1, Puma;1;2891.328;наличные;ФИО 807;1628
100002147;5-6-2018;0,830196759;Футболка тип 6, Puma;1;150.4624;наличные;ФИО 807;110
100002147;5-6-2018;0,830196759;Штаны тип 11, Nike;2;1786.632;наличные;ФИО 807;906
100002162;8-21-2017;0,452997685;Сапоги тип 5, Adidas;1;2688.6726;наличные;ФИО 52;1563
100002162;8-21-2017;0,452997685;Штаны тип 11, Nike;1;893.316;наличные;ФИО 52;453
100002162;8-21-2017;0,452997685;Колготки тип 6, Reebok;1;580.944;наличные;ФИО 52;380
100002162;8-21-2017;0,452997685;Колготки тип 5, Reebok;2;455.1;наличные;ФИО 52;222
100002164;1-16-2018;0,407083333;Рубашка тип 5, Nike;1;911.744;наличные;;419
100002165;8-24-2016;0,552615741;Рубашка тип 9, Adidas;1;1818.46;наличные;;838
100002165;8-24-2016;0,552615741;Кепка тип 3, Reebok;1;315.57;наличные;;157
100002172;5-15-2017;0,494039352;Рубашка тип 9, Adidas;2;3636.92;наличные;;1676
100002172;5-15-2017;0,494039352;Сапоги тип 4, Puma;2;11619.2;наличные;;7262
100002172;5-15-2017;0,494039352;Ремень тип 1, Puma;1;310.184;наличные;;191
100002172;5-15-2017;0,494039352;Кепка тип 3, Nike;1;289.2186;наличные;;165
100002172;5-15-2017;0,494039352;Шлёпки тип 3, Reebok;1;481.14;наличные;;243
100002172;5-15-2017;0,494039352;Кроссовки тип 6, Adidas;1;2545.92;наличные;;1224
100002193;9-28-2016;0,690636574;Колготки тип 1, Nike;1;499.63536;наличные;;252
100002193;9-28-2016;0,690636574;Штаны тип 11, Puma;1;533.92752;наличные;;329
100002193;9-28-2016;0,690636574;Шлёпки тип 2, Reebok;1;468.7;наличные;;218
100002193;9-28-2016;0,690636574;Ремень тип 1, Puma;2;620.368;наличные;;382
100002193;9-28-2016;0,690636574;Ремень тип 4, Adidas;1;398.2;наличные;;181
100002193;9-28-2016;0,690636574;Ремень тип 1, Reebok;1;534.0756;наличные;;298
100002196;7-7-2017;0,472453704;Кроссовки тип 3, Reebok;1;1997.9866;безналичные;ФИО 563;1138
100002201;10-9-2016;0,572210648;Кроссовки тип 5, Nike;1;2494.008;наличные;ФИО 942;1206
100002203;8-2-2016;0,788229167;Штаны тип 9, Reebok;1;577.752;безналичные;;336
100002203;8-2-2016;0,788229167;Шлёпки тип 2, Reebok;1;468.7;безналичные;;218
100002211;4-15-2017;0,720081019;Футболка тип 2, Adidas;1;439.3224;безналичные;;258
100002211;4-15-2017;0,720081019;Запонка тип 4, Adidas;1;1069.81;безналичные;;493
100002211;4-15-2017;0,720081019;Шапка тип 4, Nike;1;573.672;безналичные;;246
100002218;10-2-2016;0,690636574;Шлёпки тип 2, Puma;2;586.1504;безналичные;;362
100002248;1-30-2017;0,797777778;Колготки тип 5, Reebok;1;207.0705;наличные;;111
100002249;3-2-2018;0,643819444;Рубашка тип 6, Nike;1;1552.824;наличные;;702
100002249;3-2-2018;0,643819444;Туфли тип 1, Nike;1;3176.892;наличные;;1611
100002249;3-2-2018;0,643819444;Запонка тип 5, Adidas;1;670.32;наличные;;342
100002249;3-2-2018;0,643819444;Ремень тип 2, Reebok;1;423.3504;наличные;;209
100002273;8-1-2018;0,721701389;Колготки тип 6, Adidas;1;698.4;наличные;;388
100002273;8-1-2018;0,721701389;Штаны тип 1, Nike;1;2275.036;наличные;;937
100002296;3-29-2016;0,851747685;Шлёпки тип 3, Reebok;2;962.28;наличные;;486
100002302;9-28-2017;0,797060185;Рубашка тип 11, Puma;1;734.72;наличные;;410
100002306;1-11-2018;0,839363426;Рубашка тип 3, Reebok;1;516.6;наличные;;246
100002306;1-11-2018;0,839363426;Рубашка тип 11, Adidas;1;601.4;наличные;;310
100002306;1-11-2018;0,839363426;Шапка тип 8, Adidas;2;535.952;наличные;;304
100002341;6-1-2017;0,468761574;Рубашка тип 6, Puma;1;529.6896;безналичные;;330
100002384;6-16-2017;0,864456019;Колготки тип 1, Reebok;1;343.98;безналичные;;182
100002384;6-16-2017;0,864456019;Ремень тип 1, Reebok;1;540.2144;безналичные;;298
100002392;1-23-2017;0,552222222;Шапка тип 7, Puma;1;386.784;безналичные;ФИО 282;237
100002392;1-23-2017;0,552222222;Туфли тип 1, Adidas;1;3712.5;безналичные;ФИО 282;1875
100002392;1-23-2017;0,552222222;Футболка тип 6, Puma;1;181.28;безналичные;ФИО 282;110
100002392;1-23-2017;0,552222222;Кроссовки тип 4, Reebok;1;3502;безналичные;ФИО 282;1700
100002393;10-7-2017;0,682523148;Майка тип 1, Adidas;1;781.2168;наличные;;364
100002393;10-7-2017;0,682523148;Сапоги тип 1, Reebok;1;4622.826;наличные;;2535
100002394;2-23-2016;0,573287037;Майка тип 1, Adidas;1;781.2168;наличные;;364
100002394;2-23-2016;0,573287037;Кроссовки тип 6, Adidas;1;2545.92;наличные;;1224
100002402;7-25-2017;0,395462963;Рубашка тип 11, Nike;2;2339.1864;наличные;ФИО 1004;1318
100002402;7-25-2017;0,395462963;Штаны тип 5, Nike;1;2028.288;наличные;ФИО 1004;912
100002426;8-7-2016;0,438923611;Туфли тип 2, Reebok;1;4327.96;наличные;ФИО 628;2378
100002431;9-18-2016;0,57837963;Ремень тип 3, Puma;1;593.712;наличные;;342
100002431;9-18-2016;0,57837963;Кроссовки тип 5, Nike;1;2494.008;наличные;;1206
100002433;9-26-2016;0,74712963;Шапка тип 5, Adidas;1;322.74;наличные;;163
100002443;6-15-2017;0,6346875;Футболка тип 7, Puma;1;201.552;безналичные;;114
100002443;6-15-2017;0,6346875;Кроссовки тип 5, Reebok;1;2070.2208;безналичные;;1172
100002443;6-15-2017;0,6346875;Штаны тип 4, Nike;1;2360.408;безналичные;;1007
100002443;6-15-2017;0,6346875;Туфли тип 4, Reebok;1;5858.897;безналичные;;3298
100002494;1-4-2017;0,480023148;Ремень тип 4, Nike;1;629.392;безналичные;;283
100002494;1-4-2017;0,480023148;Колготки тип 5, Puma;1;675.376;безналичные;;382
100002496;2-28-2018;0,680625;Колготки тип 7, Puma;1;565.76;наличные;;320
100002496;2-28-2018;0,680625;Кроссовки тип 5, Reebok;1;2250.24;наличные;;1172
100002496;2-28-2018;0,680625;Футболка тип 1, Puma;1;210.3264;наличные;;134
100002496;2-28-2018;0,680625;Сапоги тип 6, Reebok;1;6134.52;наличные;;2814
100002509;11-8-2017;0,85181713;Штаны тип 6, Adidas;1;1532;безналичные;;766
100002531;12-3-2017;0,490219907;Сапоги тип 2, Nike;1;4806.50112;наличные;;2727
100002536;4-3-2017;0,592037037;Шапка тип 7, Puma;1;317.16288;наличные;;237
100002545;3-30-2016;0,600127315;Запонка тип 1, Puma;1;216.486;безналичные;;135
100002545;3-30-2016;0,600127315;Сапоги тип 1, Puma;1;6064.14336;безналичные;;3778
100002545;3-30-2016;0,600127315;Сапоги тип 2, Reebok;1;2399.314;безналичные;;1213
100002585;12-29-2016;0,831099537;Рубашка тип 8, Nike;2;2345.776;наличные;;1084
100002585;12-29-2016;0,831099537;Рубашка тип 2, Adidas;1;1007.4;наличные;;460
100002585;12-29-2016;0,831099537;Штаны тип 9, Adidas;1;428.45;наличные;;205
100002585;12-29-2016;0,831099537;Штаны тип 8, Adidas;1;2105.7894;наличные;;1053
100002585;12-29-2016;0,831099537;Штаны тип 11, Puma;1;544.824;наличные;;329
100002586;8-5-2018;0,775381944;Ремень тип 4, Puma;1;430.944;наличные;;268
100002586;8-5-2018;0,775381944;Шлёпки тип 3, Nike;1;313.536;наличные;;138
100002592;1-14-2017;0,855555556;Штаны тип 11, Adidas;1;1697.28;наличные;;884
100002592;1-14-2017;0,855555556;Рубашка тип 12, Reebok;2;2553.74;наличные;;1258
100002592;1-14-2017;0,855555556;Футболка тип 2, Nike;2;741.55392;наличные;;432
100002641;6-14-2017;0,791331019;Запонка тип 3, Nike;1;782.6;безналичные;;350
100002654;11-16-2017;0,652337963;Футболка тип 5, Nike;1;568.4;наличные;;245
100002654;11-16-2017;0,652337963;Мячик тип 1, Adidas;1;57.4275;наличные;;31
100002654;11-16-2017;0,652337963;Сапоги тип 3, Nike;1;7087.68;наличные;;3312
100002654;11-16-2017;0,652337963;Ремень тип 3, Puma;1;593.712;наличные;;342
100002654;11-16-2017;0,652337963;Запонка тип 3, Nike;1;782.6;наличные;;350
100002654;11-16-2017;0,652337963;Кепка тип 2, Puma;1;314.64;наличные;;190
100002654;11-16-2017;0,652337963;Рубашка тип 7, Adidas;1;1550.25;наличные;;795
100002654;11-16-2017;0,652337963;Кроссовки тип 4, Nike;1;1497.23952;наличные;;893
100002681;5-17-2018;0,868819444;Штаны тип 3, Nike;1;1490.43216;наличные;;714
100002681;5-17-2018;0,868819444;Кроссовки тип 4, Adidas;1;1544.51;наличные;;739
100002682;9-10-2018;0,520081019;Рубашка тип 3, Reebok;2;1033.2;наличные;ФИО 286;492
100002688;9-3-2018;0,860729167;Шлёпки тип 2, Adidas;1;698.92;безналичные;;346
100002705;10-27-2017;0,722256944;Шлёпки тип 2, Puma;1;318.56;наличные;;181
100002705;10-27-2017;0,722256944;Ремень тип 3, Adidas;1;365.4;наличные;;203
100002705;10-27-2017;0,722256944;Колготки тип 5, Nike;1;506.984;наличные;;254
100002705;10-27-2017;0,722256944;Рубашка тип 6, Adidas;1;1333.2;наличные;;606
100002705;10-27-2017;0,722256944;Колготки тип 5, Reebok;1;227.55;наличные;;111
100002705;10-27-2017;0,722256944;Ремень тип 2, Adidas;1;325.95;наличные;;159
100002712;3-15-2017;0,766724537;Шапка тип 4, Nike;1;573.672;безналичные;;246
100002712;3-15-2017;0,766724537;Кроссовки тип 6, Nike;1;4692.12;безналичные;;1923
100002717;6-29-2016;0,524386574;Футболка тип 5, Nike;1;568.4;наличные;;245
100002734;7-10-2016;0,757106481;Кепка тип 3, Nike;1;357.06;наличные;;165
100002734;7-10-2016;0,757106481;Рубашка тип 11, Puma;2;1469.44;наличные;;820
100002737;12-6-2016;0,736006944;Футболка тип 4, Puma;1;291.39712;безналичные;ФИО 769;184
100002775;4-14-2017;0,715555556;Мячик тип 1, Puma;1;66.86328;наличные;;43
100002783;6-10-2016;0,873078704;Сапоги тип 4, Puma;1;5809.6;наличные;;3631
100002789;10-21-2017;0,778726852;Сапоги тип 2, Adidas;1;6783.45;безналичные;;3309
100002831;9-28-2018;0,774236111;Футболка тип 1, Puma;1;233.696;наличные;;134
100002831;9-28-2018;0,774236111;Туфли тип 1, Puma;1;3787.08;наличные;;2265
100002831;9-28-2018;0,774236111;Ремень тип 1, Reebok;1;613.88;наличные;;298
100002831;9-28-2018;0,774236111;Шапка тип 2, Adidas;1;278.8;наличные;;136
100002838;1-21-2016;0,730578704;Штаны тип 4, Adidas;1;1326.105;безналичные;ФИО 149;705
100002840;4-1-2018;0,5978125;Сапоги тип 2, Puma;1;1927.072;безналичные;;1229
100002840;4-1-2018;0,5978125;Штаны тип 7, Puma;1;482.232;безналичные;;283
100002851;6-28-2016;0,533842593;Туфли тип 4, Nike;1;5776.12;наличные;ФИО 374;2947
100002871;5-5-2018;0,615717593;Сапоги тип 1, Nike;1;6055.728;безналичные;;2814
100002904;5-15-2016;0,556828704;Кепка тип 1, Nike;2;782.88896;наличные;;448
100002911;9-15-2016;0,745659722;Футболка тип 2, Puma;1;288.512;наличные;;200
100002915;1-1-2016;0,65619213;Шапка тип 7, Nike;1;393.76896;безналичные;;208
100002915;1-1-2016;0,65619213;Рубашка тип 3, Puma;1;238.032;безналичные;;152
100002932;2-13-2016;0,521875;Кроссовки тип 2, Puma;1;1579.056;наличные;ФИО 520;982
100002945;7-14-2018;0,5240625;Ремень тип 2, Reebok;1;396.891;безналичные;;209
100002945;7-14-2018;0,5240625;Шапка тип 7, Adidas;1;304.4096;безналичные;;176
100002948;5-18-2018;0,443854167;Штаны тип 5, Reebok;1;1661.344;наличные;;1076
100002951;6-11-2016;0,641944444;Шапка тип 5, Reebok;1;226.24;наличные;ФИО 572;112
100002958;12-19-2017;0,738449074;Колготки тип 1, Nike;2;1030.176;наличные;;504
100002958;12-19-2017;0,738449074;Колготки тип 2, Reebok;1;415.8;наличные;;210
100002958;12-19-2017;0,738449074;Рубашка тип 3, Reebok;2;991.872;наличные;;492
100002987;4-7-2017;0,824733796;Штаны тип 8, Nike;1;1563.272;наличные;ФИО 601;743
100002987;4-7-2017;0,824733796;Туфли тип 1, Reebok;1;6119.12;наличные;ФИО 601;3122
100002987;4-7-2017;0,824733796;Колготки тип 2, Puma;1;427.648;наличные;ФИО 601;257
100003011;8-12-2018;0,409409722;Майка тип 3, Nike;1;535;безналичные;;250
100003022;12-28-2017;0,499976852;Шапка тип 5, Adidas;1;322.74;наличные;;163
100003022;12-28-2017;0,499976852;Шлёпки тип 1, Adidas;1;364.5135;наличные;;195
100003022;12-28-2017;0,499976852;Кепка тип 1, Puma;1;237.984;наличные;;134
100003022;12-28-2017;0,499976852;Штаны тип 5, Reebok;1;2055.9132;наличные;;1076
100003033;7-15-2018;0,592615741;Штаны тип 1, Adidas;1;1502.3232;наличные;;828
100003045;1-15-2016;0,450173611;Футболка тип 4, Adidas;1;244.3392;наличные;;144
100003045;1-15-2016;0,450173611;Шапка тип 6, Nike;1;510.024;наличные;;237
100003045;1-15-2016;0,450173611;Шлёпки тип 1, Adidas;1;384.111;наличные;;195
100003058;8-9-2016;0,528414352;Ремень тип 3, Adidas;1;306.936;безналичные;;203
100003061;2-16-2018;0,490358796;Сапоги тип 5, Adidas;1;2860.29;наличные;;1563
100003063;11-24-2017;0,697280093;Туфли тип 1, Adidas;1;3378.375;безналичные;;1875
100003063;11-24-2017;0,697280093;Штаны тип 12, Adidas;1;799.0572;безналичные;;447
100003063;11-24-2017;0,697280093;Шапка тип 7, Reebok;1;374.4;безналичные;;195
100003068;6-24-2017;0,625891204;Рубашка тип 2, Puma;1;853.632;наличные;;494
100003068;6-24-2017;0,625891204;Кроссовки тип 3, Adidas;1;3046.7844;наличные;;1637
100003069;8-17-2017;0,690300926;Футболка тип 4, Puma;1;297.344;наличные;;184
100003071;6-30-2017;0,851053241;Рубашка тип 6, Puma;1;551.76;безналичные;;330
100003083;10-31-2016;0,839861111;Кроссовки тип 1, Reebok;2;4633.2;безналичные;;2106
100003083;10-31-2016;0,839861111;Колготки тип 6, Nike;1;439.9464;безналичные;;255
100003104;6-15-2017;0,52275463;Ремень тип 4, Reebok;1;450.76;наличные;ФИО 801;236
100003110;3-12-2016;0,800717593;Штаны тип 6, Adidas;1;1455.4;наличные;;766
100003126;8-27-2016;0,763645833;Футболка тип 5, Nike;1;568.4;безналичные;;245
100003129;10-4-2016;0,628981481;Рубашка тип 3, Adidas;1;747.72;наличные;;372
100003129;10-4-2016;0,628981481;Колготки тип 5, Adidas;1;736.32;наличные;;354
100003131;11-17-2017;0,563333333;Ремень тип 4, Puma;1;413.70624;наличные;;268
100003145;3-31-2016;0,602615741;Туфли тип 3, Nike;1;6650.368;наличные;;3352
100003165;12-20-2016;0,803078704;Шапка тип 2, Puma;1;380.16;наличные;;220
100003165;12-20-2016;0,803078704;Штаны тип 10, Reebok;1;340.0056;наличные;;162
100003165;12-20-2016;0,803078704;Рубашка тип 2, Nike;1;1951.232;наличные;;824
100003165;12-20-2016;0,803078704;Рубашка тип 7, Reebok;1;1310.26;наличные;;686
100003165;12-20-2016;0,803078704;Шапка тип 3, Puma;1;388.44;наличные;;249
100003165;12-20-2016;0,803078704;Колготки тип 2, Nike;1;231.34;наличные;;125
100003165;12-20-2016;0,803078704;Штаны тип 11, Reebok;1;1816.84;наличные;;857
100003183;10-25-2016;0,844988426;Сапоги тип 1, Reebok;1;4917.9;безналичные;;2535
100003190;9-16-2016;0,480844907;Шапка тип 4, Puma;1;419.45112;безналичные;;251
100003190;9-16-2016;0,480844907;Запонка тип 6, Nike;1;615.048;безналичные;;294
100003190;9-16-2016;0,480844907;Туфли тип 1, Nike;1;2922.74064;безналичные;;1611
100003205;9-28-2018;0,795081019;Кроссовки тип 3, Reebok;2;3419.2348;наличные;ФИО 685;2276
100003209;2-4-2018;0,433263889;Сапоги тип 2, Reebok;1;2321.0755;наличные;ФИО 1125;1213
100003209;2-4-2018;0,433263889;Рубашка тип 4, Nike;2;4106.688;наличные;ФИО 1125;1752
100003209;2-4-2018;0,433263889;Шапка тип 8, Reebok;1;364.5796;наличные;ФИО 1125;209
100003228;6-9-2017;0,452546296;Штаны тип 8, Adidas;1;2127.06;наличные;;1053
100003228;6-9-2017;0,452546296;Колготки тип 6, Reebok;1;691.6;наличные;;380
100003229;9-14-2016;0,57755787;Штаны тип 1, Puma;2;1386.82368;наличные;;836
100003234;10-13-2017;0,778761574;Кроссовки тип 1, Nike;1;3992.892;безналичные;;1887
100003256;12-24-2017;0,671377315;Колготки тип 1, Adidas;1;787.5;безналичные;;375
100003256;12-24-2017;0,671377315;Майка тип 2, Puma;2;1248;безналичные;;780
100003258;9-26-2018;0,689479167;Запонка тип 2, Puma;1;445.28;наличные;;253
100003273;9-30-2016;0,739097222;Запонка тип 1, Nike;1;495.824;наличные;ФИО 511;233
100003273;9-30-2016;0,739097222;Штаны тип 3, Nike;1;1536.528;наличные;ФИО 511;714
100003295;2-15-2017;0,499398148;Колготки тип 5, Nike;2;1013.968;наличные;;508
100003311;3-31-2016;0,532395833;Рубашка тип 1, Reebok;1;1113.4944;наличные;;738
100003321;8-21-2017;0,823611111;Колготки тип 6, Reebok;1;691.6;наличные;ФИО 856;380
100003348;3-24-2016;0,38162037;Шлёпки тип 3, Nike;2;627.072;наличные;;276
100003348;3-24-2016;0,38162037;Запонка тип 1, Puma;1;227.88;наличные;;135
100003348;3-24-2016;0,38162037;Рубашка тип 7, Adidas;2;2573.415;наличные;;1590
100003351;5-22-2016;0,757094907;Рубашка тип 5, Puma;1;1044.96;безналичные;ФИО 157;622
100003351;5-22-2016;0,757094907;Кроссовки тип 6, Puma;1;2577.472;безналичные;ФИО 157;1564
100003359;6-17-2018;0,760729167;Колготки тип 4, Puma;1;297.024;безналичные;;168
100003360;6-8-2016;0,810891204;Ремень тип 2, Puma;1;234.768;наличные;;146
100003371;7-7-2017;0,377523148;Штаны тип 10, Adidas;1;1226.468;безналичные;;580
100003371;7-7-2017;0,377523148;Рубашка тип 2, Adidas;1;997.326;безналичные;;460
100003371;7-7-2017;0,377523148;Рубашка тип 8, Puma;1;475.2;безналичные;;264
100003371;7-7-2017;0,377523148;Сапоги тип 6, Nike;1;5533.412;безналичные;;2279
100003385;8-27-2018;0,711956019;Рубашка тип 8, Puma;1;475.2;наличные;;264
100003394;10-25-2016;0,414016204;Шапка тип 7, Puma;1;332.63424;наличные;;237
100003394;10-25-2016;0,414016204;Запонка тип 4, Reebok;1;821.24;наличные;;419
100003397;3-26-2017;0,500868056;Ремень тип 3, Reebok;1;614.4012;наличные;ФИО 641;378
100003397;3-26-2017;0,500868056;Майка тип 1, Nike;1;339.16;наличные;ФИО 641;139
100003397;3-26-2017;0,500868056;Мячик тип 1, Adidas;1;60.45;наличные;ФИО 641;31
100003410;9-22-2018;0,785347222;Кроссовки тип 5, Puma;1;1085.60072;наличные;;703
100003410;9-22-2018;0,785347222;Кроссовки тип 4, Adidas;1;1544.51;наличные;;739
100003416;3-19-2017;0,650104167;Майка тип 2, Adidas;1;310.8;наличные;;168
100003421;9-11-2017;0,842673611;Мячик тип 1, Reebok;1;88.1156;наличные;;43
100003421;9-11-2017;0,842673611;Шапка тип 7, Puma;1;386.784;наличные;;237
100003421;9-11-2017;0,842673611;Запонка тип 3, Reebok;1;719.44;наличные;;391
100003421;9-11-2017;0,842673611;Кроссовки тип 5, Nike;1;2494.008;наличные;;1206
100003421;9-11-2017;0,842673611;Кепка тип 1, Reebok;1;529.2;наличные;;245
100003421;9-11-2017;0,842673611;Кепка тип 2, Puma;1;305.2008;наличные;;190
100003421;9-11-2017;0,842673611;Штаны тип 9, Adidas;1;428.45;наличные;;205
100003421;9-11-2017;0,842673611;Шапка тип 4, Nike;1;573.672;наличные;;246
100003433;3-24-2016;0,568020833;Запонка тип 7, Nike;1;581.616;безналичные;ФИО 127;252
100003433;3-24-2016;0,568020833;Кроссовки тип 5, Puma;1;1119.176;безналичные;ФИО 127;703
100003433;3-24-2016;0,568020833;Шапка тип 4, Reebok;1;229.4;безналичные;ФИО 127;124
100003437;4-26-2018;0,685104167;Штаны тип 12, Reebok;1;542.82;наличные;;249
100003437;4-26-2018;0,685104167;Кроссовки тип 2, Reebok;1;1256.9648;наличные;;712
